Index,Time,l_side.T_wheel,((driven[1])->measure).speed_rads
701,18.494000,0.847992897,48.5661736
702,18.517000,0.83649236,48.4562416
703,18.543000,0.823991776,48.6280327
704,18.566000,0.811991215,48.4764328
705,18.595000,0.797490537,48.6623917
706,18.624000,0.78298986,48.5516014
707,18.653000,0.768489182,48.4829292
708,18.683000,0.753488481,48.6534462
709,18.707000,0.74148792,48.3350143
710,18.731000,0.729987383,48.6993256
711,18.760000,0.714986682,48.5231171
712,18.783000,0.703486145,48.4978256
713,18.807000,0.691485584,48.70858
714,18.831000,0.678985,48.2984962
715,18.873000,0.658984065,48.7230988
716,18.900000,0.645483434,48.274147
717,18.936000,0.62698257,48.7084122
718,18.959000,0.615482032,48.3407288
719,18.982000,0.603981495,48.5741501
720,19.005000,0.592480958,48.6868324
721,19.029000,0.580480397,48.2889252
722,19.052000,0.568979859,48.746376
723,19.075000,0.557479322,48.5661659
724,19.102000,0.543978691,48.4634476
725,19.137000,0.526477873,48.6464844
726,19.161000,0.513977289,48.3711853
727,19.188000,0.500476658,48.6132393
728,19.216000,0.486976832,48.4267578
729,19.242000,0.473977,48.6697083
730,19.266000,0.461977154,48.6359901
731,19.289000,0.450477302,48.3223953
732,19.313000,0.437977463,48.6844826
733,19.341000,0.424477637,48.5082932
734,19.372000,0.408977836,48.6472168
735,19.403000,0.393478036,48.5255852
736,19.430000,0.37997821,48.5164032
737,19.453000,0.368478358,48.7383652
738,19.476000,0.356478512,48.3184509
739,19.500000,0.344478667,48.6497421
740,19.526000,0.332478821,48.6442108
741,19.552000,0.318978995,48.4611168
742,19.582000,0.303979188,48.6861687
743,19.606000,0.291979343,48.328125
744,19.632000,0.27897951,48.6906166
745,19.660000,0.26497969,48.5253029
746,19.684000,0.252479851,48.4671326
747,19.708000,0.240979999,48.654335
748,19.732000,0.228980154,48.4612656
749,19.756000,0.216980308,48.4818039
750,19.783000,0.202980489,48.6486092
751,19.810000,0.189980656,48.4059029
752,19.833000,0.178480804,48.6616211
753,19.856000,0.166980952,48.5407104
754,19.897000,0.146481216,48.6682854
755,19.920000,0.134981364,48.5551224
756,19.944000,0.122981481,48.5348396
757,19.968000,0.110981457,48.7756081
758,19.992000,0.0989814326,48.4002151
759,20.016000,0.0869814083,48.6138954
760,20.044000,0.0729813799,48.5669098
761,20.074000,0.0579813495,48.4952049
762,20.098000,0.0459813252,48.3161163
763,20.128000,0.0309812967,47.4007721
764,20.157000,0.0164813213,47.3439865
765,20.180000,0.00498132035,46.5596199
766,20.210000,-0.0100186812,45.9048386
767,20.233000,-0.0215186719,45.593914
768,20.257000,-0.0335186608,44.4548378
769,20.284000,-0.0475186892,44.1152611
770,20.321000,-0.0655187219,42.867878
771,20.349000,-0.0790187493,41.4485321
772,20.376000,-0.0930187777,41.3524551
773,20.407000,-0.108518809,39.907814
774,20.432000,-0.121518835,39.107254
775,20.456000,-0.133018732,38.338501
776,20.480000,-0.145018578,37.1382141
777,20.503000,-0.15651843,36.0825233
778,20.529000,-0.170018256,35.2582474
779,20.554000,-0.182018101,34.041954
780,20.577000,-0.193517953,32.7089272
781,20.609000,-0.209517747,31.166975
782,20.641000,-0.225517541,29.5476799
783,20.666000,-0.23801738,28.0170841
784,20.690000,-0.249517232,26.6361389
785,20.718000,-0.264017045,25.0298424
786,20.742000,-0.276016891,23.8080502
787,20.767000,-0.289016724,22.2518177
788,20.794000,-0.30251655,20.2701874
789,20.825000,-0.317516357,18.3205833
790,20.856000,-0.333016157,16.236002
791,20.884000,-0.347015977,14.4083862
792,20.907000,-0.359015822,12.7827024
793,20.930000,-0.370015681,11.0251694
794,20.954000,-0.382015526,9.2028656
795,20.979000,-0.394515365,7.34283209
796,21.002000,-0.406015217,5.73450327
797,21.026000,-0.418015063,3.74488902
798,21.050000,-0.430014908,1.92973626
799,21.074000,-0.442014754,0.146754086
800,21.098000,-0.454014599,-1.20330954
801,21.121000,-0.466014445,-2.44242525
802,21.145000,-0.477514297,-3.85044289
803,21.170000,-0.490014136,-5.31960773
804,21.194000,-0.501514077,-6.7824893
805,21.217000,-0.513514638,-8.2706356
806,21.241000,-0.525515199,-9.8736124
807,21.264000,-0.537015736,-11.480031
808,21.292000,-0.551516414,-13.2447672
809,21.316000,-0.563016951,-14.9677792
810,21.340000,-0.575017512,-16.5241489
811,21.364000,-0.587018073,-18.3681107
812,21.387000,-0.59851861,-19.973362
813,21.410000,-0.610019147,-21.8966942
814,21.433000,-0.621519685,-23.7257481
815,21.456000,-0.633020222,-25.5202427
816,21.479000,-0.645020783,-27.0448265
817,21.504000,-0.657021344,-29.2581367
818,21.528000,-0.669521928,-31.470232
819,21.551000,-0.681022465,-33.4210663
820,21.575000,-0.692523003,-35.2463531
821,21.598000,-0.70402354,-37.122261
822,21.621000,-0.715524077,-39.5456886
823,21.644000,-0.727024615,-41.73489
824,21.669000,-0.739525199,-43.6913986
825,21.692000,-0.751025736,-45.9453239
826,21.714000,-0.762526274,-47.5298271
827,21.739000,-0.774526834,-47.7150383
828,21.763000,-0.786027372,-48.3351631
829,21.797000,-0.80352819,-48.1704979
830,21.825000,-0.817528844,-48.5237274
831,21.852000,-0.830529451,-48.4328194
832,21.878000,-0.844030082,-48.5108528
833,21.902000,-0.856030643,-48.6177368
834,21.929000,-0.86903125,-48.3232498
835,21.953000,-0.881531835,-48.567276
836,21.977000,-0.893532395,-48.6675682
837,22.001000,-0.905532956,-48.363266
838,22.024000,-0.917533517,-48.790493
839,22.047000,-0.929034054,-48.4059258
840,22.074000,-0.941534638,-48.5353203
841,22.097000,-0.953535199,-48.7053375
842,22.137000,-0.973536134,-48.5480118
843,22.162000,-0.985536695,-48.6682396
844,22.184000,-0.997537255,-48.3306046
845,22.208000,-0.990499556,-48.5702209
846,22.233000,-0.978498995,-48.7123833
847,22.256000,-0.966998458,-48.3939705
848,22.284000,-0.952997804,-48.7726593
849,22.309000,-0.94049722,-48.2974586
850,22.334000,-0.927996635,-48.5535889
851,22.384000,-0.902995467,-48.3568077
852,22.407000,-0.89149493,-48.6314697
853,22.431000,-0.879494369,-48.5659752
854,22.455000,-0.866993785,-48.3529167
855,22.479000,-0.855493248,-48.8154526
856,22.503000,-0.843492687,-48.402401
857,22.528000,-0.830992103,-48.5745277
858,22.555000,-0.817491472,-48.66465
859,22.587000,-0.801490724,-48.4872971
860,22.625000,-0.782489836,-48.6357956
861,22.654000,-0.767989159,-48.54319
862,22.677000,-0.756488621,-48.7159615
863,22.701000,-0.743988037,-48.3278236
864,22.725000,-0.7324875,-48.5724792
865,22.752000,-0.718986869,-48.6650581
866,22.780000,-0.704986215,-48.4223862
867,22.811000,-0.68948549,-48.6733131
868,22.834000,-0.677984953,-48.3585091
869,22.887000,-0.651483715,-48.4981995
870,22.911000,-0.639483154,-48.5254555
871,22.935000,-0.627482593,-48.7310638
872,22.958000,-0.615982056,-48.3246803
873,22.981000,-0.604481518,-48.5870667
874,23.005000,-0.592980981,-48.6755981
875,23.034000,-0.57798028,-48.3818016
876,23.064000,-0.562979579,-48.7224007
877,23.087000,-0.550979018,-48.3407059
878,23.118000,-0.535978317,-48.6979218
879,23.147000,-0.52147764,-48.4236717
880,23.170000,-0.509977102,-48.5628586
881,23.193000,-0.498476684,-48.7355156
882,23.217000,-0.486476839,-48.3599472
883,23.241000,-0.474476993,-48.5601196
884,23.268000,-0.460977167,-48.6973
885,23.295000,-0.447477341,-48.3712654
886,23.322000,-0.433977515,-48.7311325
887,23.345000,-0.421977669,-48.309166
888,23.386000,-0.401977926,-48.7658005
889,23.410000,-0.389978081,-48.3797112
890,23.432000,-0.378978223,-48.5766945
891,23.456000,-0.366978377,-48.6461411
892,23.485000,-0.35197857,-48.3092041
893,23.507000,-0.340978712,-48.6781273
894,23.533000,-0.328478873,-48.5179291
895,23.557000,-0.316979021,-48.4924469
896,23.591000,-0.299479246,-48.6404495
897,23.617000,-0.28597942,-48.3100586
898,23.654000,-0.267979652,-48.726944
899,23.678000,-0.255479813,-48.39431
900,23.705000,-0.24247998,-48.7574921
901,23.728000,-0.230980128,-48.413559
902,23.756000,-0.216480315,-48.5699577
903,23.782000,-0.203980476,-48.7401733
904,23.817000,-0.186480701,-48.5606842
905,23.867000,-0.161481023,-48.3607445
906,23.892000,-0.14848119,-48.6347618
907,23.918000,-0.135981351,-48.7002449
908,23.941000,-0.123481482,-48.5241928
909,23.972000,-0.108981453,-48.7532234
910,23.995000,-0.0974814296,-48.432457
911,24.019000,-0.0854814053,-48.6374741
912,24.048000,-0.0709813759,-48.5549927
913,24.076000,-0.0574813485,-48.4097023
914,24.099000,-0.0454813242,-48.2986641
915,24.131000,-0.0294812992,-47.3074799
916,24.158000,-0.0159813222,-47.2979317
917,24.182000,-0.00398132019,-46.3357811
918,24.205000,0.00751868123,-45.8284912
919,24.228000,0.0190186761,-45.593605
920,24.253000,0.0310186557,-44.4419937
921,24.279000,0.0450186841,-43.9388504
922,24.307000,0.0585187115,-43.3041687
923,24.330000,0.0700187311,-41.9126205
924,24.363000,0.0865187645,-41.431179
925,24.389000,0.0995187908,-40.5734138
926,24.412000,0.111518815,-39.4666672
927,24.438000,0.12401884,-38.7240334
928,24.462000,0.136018693,-37.7047195
929,24.486000,0.147518545,-36.483448
930,24.509000,0.159018397,-35.4410782
931,24.535000,0.172518224,-34.5319977
932,24.561000,0.185518056,-33.2315445
933,24.584000,0.197017908,-31.8721542
934,24.628000,0.219017625,-29.7242794
935,24.652000,0.230517477,-28.5908413
936,24.675000,0.243017316,-27.0753403
937,24.699000,0.254517168,-25.6380138
938,24.723000,0.266517013,-24.3122959
939,24.747000,0.278516859,-22.8553295
940,24.770000,0.289516717,-21.6109371
941,24.797000,0.303516537,-19.6764774
942,24.824000,0.31651637,-17.7750359
943,24.847000,0.328516215,-16.2376099
944,24.877000,0.343516022,-14.1813688
945,24.912000,0.361015797,-11.7008924
946,24.936000,0.373015642,-9.83618355
947,24.960000,0.384515494,-8.22546959
948,24.983000,0.39651534,-6.3754735
949,25.007000,0.409015179,-4.51361656
950,25.034000,0.422515005,-2.26127958
951,25.062000,0.436014831,-0.406003237
952,25.090000,0.450014651,1.34058368
953,25.129000,0.4695144,3.64328742
954,25.152000,0.481514245,5.04519987
955,25.176000,0.493014097,6.4007988
956,25.200000,0.505014241,7.84946632
957,25.225000,0.517014802,9.53525639
958,25.249000,0.529515386,11.1261826
959,25.273000,0.541515946,12.6494513
960,25.300000,0.555016577,14.5830479
961,25.327000,0.568517208,16.2766876
962,25.351000,0.580517769,18.1912327
963,25.375000,0.59251833,19.9907646
964,25.410000,0.610019147,22.5900173
965,25.434000,0.622019708,24.5641079
966,25.458000,0.634020269,26.3995228
967,25.488000,0.64902097,28.9123192
968,25.513000,0.661521554,31.126276
969,25.540000,0.675022185,33.1718826
970,25.567000,0.688022792,35.2837143
971,25.589000,0.69952333,37.7591972
972,25.640000,0.725024521,42.0106621
973,25.664000,0.737025082,44.4507828
974,25.689000,0.749025643,46.7814789
975,25.713000,0.761026204,47.3832169
976,25.737000,0.773526788,48.1950188
977,25.767000,0.788527489,48.2756081
978,25.794000,0.80202812,48.2879791
979,25.826000,0.818028867,48.5247192
980,25.876000,0.843030035,48.5809708
981,25.899000,0.854530573,48.5249672
982,25.924000,0.867031157,48.4476891
983,25.948000,0.879031718,48.6860046
984,25.971000,0.891032279,48.3158798
985,25.995000,0.902532816,48.6691856
986,26.020000,0.9150334,48.646553
987,26.046000,0.928534031,48.4589348
988,26.073000,0.941534638,48.6521225
989,26.101000,0.956035316,48.2837105
990,26.143000,0.976036251,48.7582932
991,26.166000,0.988036811,48.3385201
992,26.195000,0.997499883,48.6867065
993,26.219000,0.985499322,48.5401993
994,26.248000,0.970998645,48.5316391
995,26.272000,0.958498061,48.7457352
996,26.300000,0.94499743,48.3215599
997,26.325000,0.932496846,48.6549301
998,26.351000,0.919996262,48.5376358
999,26.386000,0.90199542,48.7380333
1000,26.415000,0.887994766,48.557766
1001,26.438000,0.875994205,48.4693527
1002,26.466000,0.861993551,48.730896
1003,26.491000,0.849492967,48.279541
1004,26.515000,0.837492406,48.7406921
1005,26.542000,0.823491752,48.5426559
1006,26.577000,0.805990934,48.6841812
1007,26.601000,0.79499042,48.6613884
1008,26.625000,0.782489836,48.3688965
1009,26.651000,0.769489229,48.631443
1010,26.682000,0.753488481,48.2832184
1011,26.706000,0.741987944,48.6997986
1012,26.730000,0.729987383,48.5991554
1013,26.755000,0.717486799,48.4056282
1014,26.783000,0.703486145,48.6580315
1015,26.813000,0.688485444,48.2673645
1016,26.850000,0.670484602,48.6524544
1017,26.877000,0.656983972,48.2832489
1018,26.900000,0.644983411,48.6643791
1019,26.924000,0.63298285,48.6338234
1020,26.947000,0.620982289,48.3197861
1021,26.971000,0.609481752,48.6842003
1022,26.994000,0.597981215,48.5108032
1023,27.022000,0.584480584,48.4650764
1024,27.045000,0.572480023,48.7058029
1025,27.076000,0.556979299,48.2689056
1026,27.104000,0.542978644,48.6436081
1027,27.131000,0.529478014,48.4415436
1028,27.158000,0.515977383,48.6277008
1029,27.183000,0.502976775,48.6291084
1030,27.207000,0.491476774,48.3562546
1031,27.231000,0.479476929,48.6485977
1032,27.256000,0.46697709,48.5206528
1033,27.283000,0.453477263,48.5167618
1034,27.307000,0.441477418,48.7267799
1035,27.331000,0.429977566,48.2995949
1036,27.364000,0.412977785,48.6135559
1037,27.395000,0.397477984,48.2825317
1038,27.418000,0.385978132,48.7079201
1039,27.442000,0.373478293,48.6010056
1040,27.466000,0.361978441,48.3196678
1041,27.489000,0.349978596,48.655323
1042,27.513000,0.33797875,48.5229759
1043,27.541000,0.324478924,48.5164604
1044,27.576000,0.30697915,48.5715599
1045,27.603000,0.293479323,48.48246
1046,27.635000,0.277479529,48.6445503
1047,27.659000,0.265979677,48.3886299
1048,27.682000,0.253479838,48.670208
1049,27.707000,0.241479993,48.5400391
1050,27.730000,0.229980141,48.4504128
1051,27.754000,0.217480302,48.6691589
1052,27.777000,0.206480443,48.4586639
1053,27.805000,0.192480624,48.67173
1054,27.828000,0.180980772,48.6875153
1055,27.878000,0.155981094,48.6853943
1056,27.900000,0.144981235,48.5752678
1057,27.925000,0.132481396,48.5547981
1058,27.949000,0.120481476,48.7912903
1059,27.972000,0.108981453,48.4670105
1060,27.995000,0.0979814306,48.6165733
1061,28.018000,0.0859814063,48.7958374
1062,28.041000,0.074481383,48.337471
1063,28.067000,0.0614813566,48.810154
1064,28.094000,0.0479813293,48.2145271
1065,28.120000,0.0349813029,47.7952843
1066,28.147000,0.0214813128,47.5807724
1067,28.171000,0.00948132109,46.6116295
1068,28.196000,-0.00301868073,46.4914589
1069,28.218000,-0.0145186819,45.8576851
1070,28.242000,-0.0260186642,44.7160492
1071,28.267000,-0.0385186709,44.7720642
1072,28.294000,-0.0520186983,43.8634682
1073,28.325000,-0.067518726,42.3037491
1074,28.360000,-0.0850187615,41.9114494
1075,28.389000,-0.0995187908,40.475296
1076,28.413000,-0.111518815,40.0079956
1077,28.436000,-0.123018838,39.0897942
1078,28.460000,-0.135018706,37.9073334
1079,28.484000,-0.147018552,36.9114609
1080,28.508000,-0.159018397,36.1375084
1081,28.532000,-0.170518249,34.9630966
1082,28.566000,-0.188018024,33.1507721
1083,28.593000,-0.20151785,32.1639404
1084,28.625000,-0.217517644,30.3434868
1085,28.648000,-0.229017496,29.061203
1086,28.672000,-0.241017342,27.696312
1087,28.695000,-0.252517194,26.5607491
1088,28.718000,-0.264017045,25.0700588
1089,28.741000,-0.275516897,23.7636566
1090,28.766000,-0.288016737,22.1872406
1091,28.793000,-0.301516563,20.269722
1092,28.818000,-0.314016402,18.8896866
1093,28.842000,-0.326016247,17.3544617
1094,28.869000,-0.339516073,15.3862762
1095,28.894000,-0.352515906,13.5483084
1096,28.922000,-0.366515726,11.4797554
1097,28.952000,-0.381015539,9.36004829
1098,28.976000,-0.392515391,7.56497717
1099,29.000000,-0.404515237,5.76991081
1100,29.026000,-0.418515056,3.53277111
1101,29.062000,-0.436014831,0.934889376
1102,29.086000,-0.447514683,-0.641204238
1103,29.125000,-0.468514413,-2.84347606
1104,29.149000,-0.480014265,-4.16677856
1105,29.172000,-0.491014123,-5.60108614
1106,29.196000,-0.503014147,-6.96002293
1107,29.220000,-0.515514731,-8.58206749
1108,29.245000,-0.527015269,-10.137969
1109,29.271000,-0.5405159,-11.8990202
1110,29.299000,-0.554516554,-13.7764053
1111,29.322000,-0.566017091,-15.4337387
1112,29.346000,-0.578017652,-17.0127831
1113,29.391000,-0.600518703,-20.2359734
1114,29.415000,-0.613019288,-22.1214027
1115,29.439000,-0.624519825,-24.1620712
1116,29.463000,-0.636520386,-26.1308937
1117,29.487000,-0.648520947,-27.982666
1118,29.510000,-0.660021484,-29.5239124
1119,29.538000,-0.673522115,-31.993763
1120,29.569000,-0.689022839,-35.0965118
1121,29.596000,-0.703023493,-37.1166725
1122,29.622000,-0.716524124,-39.5330353
1123,29.646000,-0.728024662,-42.0375443
1124,29.671000,-0.740025222,-44.0150871
1125,29.693000,-0.75152576,-45.8418541
1126,29.724000,-0.766526461,-47.7813835
1127,29.748000,-0.778527021,-47.8488235
1128,29.772000,-0.791027606,-48.2537498
1129,29.800000,-0.804528236,-48.4227867
1130,29.831000,-0.820528984,-48.4178772
1131,29.859000,-0.834529638,-48.6209106
1132,29.898000,-0.85403055,-48.5105286
1133,29.922000,-0.865531087,-48.6332474
1134,29.945000,-0.877531648,-48.3106155
1135,29.969000,-0.890032232,-48.5398254
1136,29.993000,-0.901532769,-48.7120819
1137,30.017000,-0.91353333,-48.364357
1138,30.044000,-0.927533984,-48.7706146
1139,30.071000,-0.940034568,-48.3406143
1140,30.093000,-0.951535106,-48.5884895
1141,30.124000,-0.96703583,-48.6505661
1142,30.148000,-0.979036391,-48.378334
1143,30.171000,-0.991036952,-48.77005
1144,30.195000,-0.997499883,-48.3903809
1145,30.219000,-0.985499322,-48.5252151
1146,30.242000,-0.973998785,-48.7528076
1147,30.268000,-0.961498201,-48.429966
1148,30.304000,-0.94349736,-48.7786598
1149,30.329000,-0.930996776,-48.3414383
1150,30.355000,-0.917496145,-48.554966
1151,30.383000,-0.903495491,-48.6647339
1152,30.406000,-0.891994953,-48.3469124
1153,30.429000,-0.880494416,-48.737442
1154,30.453000,-0.868493855,-48.406208
1155,30.480000,-0.855493248,-48.5474815
1156,30.510000,-0.839992523,-48.6972504
1157,30.538000,-0.825991869,-48.3609924
1158,30.565000,-0.812491238,-48.7310715
1159,30.588000,-0.800990701,-48.3270111
1160,30.613000,-0.787990093,-48.5550079
1161,30.637000,-0.776489556,-48.7142181
1162,30.666000,-0.761488855,-48.4083328
1163,30.690000,-0.749988317,-48.7828331
1164,30.719000,-0.734987617,-48.3446007
1165,30.748000,-0.720986962,-48.5824509
1166,30.776000,-0.706986308,-48.5027008
1167,30.798000,-0.695485771,-48.4583817
1168,30.840000,-0.675484836,-48.3891487
1169,30.864000,-0.662984252,-48.5226593
1170,30.888000,-0.651483715,-48.7873039
1171,30.912000,-0.639483154,-48.413475
1172,30.935000,-0.627482593,-48.5745201
1173,30.960000,-0.614982009,-48.657589
1174,30.989000,-0.600481331,-48.2930641
1175,31.016000,-0.5869807,-48.7880859
1176,31.062000,-0.564479649,-48.5802803
1177,31.085000,-0.552479088,-48.66782
1178,31.108000,-0.540978551,-48.3424263
1179,31.132000,-0.52897799,-48.5698547
1180,31.155000,-0.517477453,-48.729187
1181,31.180000,-0.504976869,-48.3694267
1182,31.206000,-0.492476761,-48.7399521
1183,31.228000,-0.480476916,-48.4233284
1184,31.254000,-0.467977077,-48.5653687
1185,31.279000,-0.455477238,-48.7053375
1186,31.302000,-0.442977399,-48.430172
1187,31.336000,-0.426977605,-48.7779388
1188,31.362000,-0.413977772,-48.3265686
1189,31.387000,-0.401977926,-48.5543785
1190,31.410000,-0.389478087,-48.6911583
1191,31.440000,-0.374978274,-48.3472977
1192,31.467000,-0.361478448,-48.7683907
1193,31.494000,-0.347978622,-48.3304977
1194,31.520000,-0.334978789,-48.5527992
1195,31.549000,-0.320478976,-48.5867805
1196,31.580000,-0.305479169,-48.5333138
1197,31.604000,-0.29297933,-48.631424
1198,31.627000,-0.281479478,-48.3755608
1199,31.651000,-0.269979626,-48.5546646
1200,31.675000,-0.25797978,-48.6797447
1201,31.697000,-0.246479928,-48.3645744
1202,31.721000,-0.234480083,-48.720047
1203,31.748000,-0.220980257,-48.3033676
1204,31.775000,-0.207480431,-48.5872879
1205,31.799000,-0.195480585,-48.725296
1206,31.840000,-0.174980849,-48.5775909
1207,31.865000,-0.16248101,-48.6447411
1208,31.888000,-0.150981158,-48.3604813
1209,31.912000,-0.139481306,-48.5999069
1210,31.934000,-0.127481461,-48.7001953
1211,31.960000,-0.114981465,-48.4155731
1212,31.989000,-0.100481436,-48.7379761
1213,32.015000,-0.0874814093,-48.4105721
1214,32.041000,-0.074481383,-48.6819305
1215,32.066000,-0.0624813586,-48.6187363
1216,32.101000,-0.0444813222,-48.1047859
1217,32.125000,-0.0319812968,-47.7859879
1218,32.149000,-0.0204813145,-46.9960518
1219,32.173000,-0.00848132093,-46.926815
1220,32.197000,0.00301868073,-46.2660942
1221,32.219000,0.0145186819,-45.3003922
1222,32.246000,0.0280186608,-45.1545029
1223,32.273000,0.042018678,-43.9658127
1224,32.297000,0.0530187003,-43.367382
1225,32.324000,0.067018725,-42.8492241
1226,32.351000,0.0805187523,-41.6285019
1227,32.377000,0.0935187787,-41.0409546
1228,32.400000,0.105018802,-40.3009644
1229,32.425000,0.117018826,-39.0311508
1230,32.449000,0.129018784,-38.1723061
1231,32.475000,0.14251861,-37.4111366
1232,32.502000,0.156018436,-35.9283218
1233,32.527000,0.168018281,-34.7311592
1234,32.567000,0.188518018,-33.2062531
1235,32.592000,0.201017857,-31.8178196
1236,32.615000,0.212517709,-30.4194107
1237,32.639000,0.224517554,-29.2792206
1238,32.662000,0.236017406,-28.1323967
1239,32.685000,0.247517258,-26.7826614
1240,32.709000,0.259517103,-25.2127438
1241,32.744000,0.276516885,-23.1176605
1242,32.775000,0.292016685,-21.2971306
1243,32.801000,0.306016505,-19.6735153
1244,32.833000,0.322016299,-17.4234161
1245,32.857000,0.333516151,-15.7523088
1246,32.881000,0.345016003,-13.9549866
1247,32.904000,0.357015848,-12.4858389
1248,32.931000,0.370515674,-10.3975353
1249,32.960000,0.385015488,-8.14094257
1250,32.993000,0.402515262,-5.57564306
1251,33.026000,0.418015063,-3.32862592
1252,33.049000,0.429514915,-1.16487122
1253,33.072000,0.441014767,0.688660443
1254,33.100000,0.455014586,2.54137635
1255,33.123000,0.466514438,3.85915995
1256,33.146000,0.47801429,5.24972582
1257,33.169000,0.489514142,6.52388573
1258,33.195000,0.503014147,8.12957954
1259,33.229000,0.519014895,10.324789
1260,33.252000,0.531015456,11.829277
1261,33.276000,0.543016016,13.2799463
1262,33.306000,0.558016717,15.4572067
1263,33.334000,0.572017372,17.5673656
1264,33.359000,0.584017932,19.40312
1265,33.389000,0.599518657,21.6183262
1266,33.428000,0.619019568,24.5143585
1267,33.453000,0.631020129,26.5736389
1268,33.479000,0.64452076,28.874855
1269,33.506000,0.658521414,31.0277481
1270,33.530000,0.670021951,32.7229004
1271,33.555000,0.682522535,35.085186
1272,33.578000,0.694023073,37.3053894
1273,33.602000,0.706023633,39.3049927
1274,33.626000,0.718024194,41.1320801
1275,33.649000,0.729524732,43.8056107
1276,33.684000,0.747025549,46.4726944
1277,33.712000,0.76052618,47.7152863
1278,33.748000,0.779027045,48.1383438
1279,33.772000,0.791027606,48.2375832
1280,33.796000,0.803028166,48.5662727
1281,33.820000,0.815028727,48.1747665
1282,33.844000,0.827029288,48.6497078
1283,33.871000,0.840529919,48.5363617
1284,33.899000,0.854530573,48.4127731
1285,33.922000,0.86603111,48.6563454
1286,33.948000,0.879031718,48.2672462
1287,33.983000,0.896532536,48.6087379
1288,34.007000,0.908533096,48.4961052
1289,34.031000,0.920533657,48.4447136
1290,34.054000,0.932034194,48.6882477
1291,34.078000,0.944034755,48.2984848
1292,34.105000,0.957535386,48.7414818
1293,34.132000,0.971036017,48.5750389
1294,34.155000,0.982536554,48.4140549
1295,34.180000,0.994537115,48.6372337
1296,34.210000,0.990499556,48.2601967
1297,34.237000,0.975998878,48.6553802
1298,34.261000,0.964498341,48.5400276
1299,34.288000,0.95099771,48.4448471
1300,34.312000,0.938997149,48.705986
1301,34.336000,0.927496612,48.3055038
1302,34.362000,0.913995981,48.7256241
1303,34.388000,0.901495397,48.5467796
1304,34.410000,0.88999486,48.4382133
1305,34.442000,0.874494135,48.7052841
1306,34.474000,0.857493341,48.423954
1307,34.499000,0.84549278,48.6477928
1308,34.523000,0.833492219,48.5079918
1309,34.547000,0.821491659,48.4655495
1310,34.571000,0.809991121,48.7060089
1311,34.594000,0.798490584,48.3278351
1312,34.622000,0.783989906,48.7451401
1313,34.647000,0.771489322,48.5537643
1314,34.670000,0.759988785,48.4489479
